category,status,goal,funded percentage,duration
Publishing,successful,7800,1.116211538,30.26
Music,successful,5000,1.2734,54
Film & Video,successful,3000,1.070333333,69.94
Film & Video,failed,1850,0.47027027,56.55
Film & Video,failed,4000,0.07875,43.98
Film & Video,successful,10000,1.06,59.99
Music,successful,5000,1.02,35
Publishing,successful,20000,1.0730165,86.9
Film & Video,failed,5000,0,88
Film & Video,successful,4000,1.264,30
Publishing,failed,8500,0,45.04
Film & Video,successful,7000,1.091428571,60.04
Dance,successful,2000,1,24.75
Music,failed,500,0,40
Music,failed,50000,0.0052,45
Music,successful,1000,1,89.77
Film & Video,successful,20000,1.6926,50.3
Film & Video,failed,7500,0.004,33
Film & Video,successful,5000,1.044,40
Music,successful,5000,1.284,33
Music,failed,2750,0.021818182,11.42
Film & Video,successful,30000,1.037333333,30
Music,failed,2000,0.4325,44.77
Games,failed,250000,0.04496,37.13
Film & Video,successful,500,1.708,50
Music,successful,900,1.566666667,19.51
Music,failed,3000,0.015,87.97
Music,successful,3200,1.0140625,90.96
Film & Video,failed,10000,0.0003,30
Music,successful,800,1.32875,35.87
Film &amp; Video,failed,10000,0,21
Art,successful,5000,1.0838,20.17
Music,successful,1500,1.245153333,21
Film &amp; Video,successful,2000,1,60.04
Food,failed,12500,0.11608,45
Music,failed,1500,0.136666667,30
Theater,failed,1200,0.258333333,23.15
Comics,failed,2000,0.3225,35
Fashion,failed,8000,0.181375,30
Music,failed,6000,0.097,45
Theater,failed,600,0.041666667,16.39
Film &amp; Video,failed,20000,0,46
Theater,successful,2500,1.5588,47.55
Design,successful,5000,1.596036,29.96
Dance,failed,5500,0,52.94
Design,failed,15000,0.652266667,30
Music,successful,555,1.001801802,60
Music,successful,3000,1.177,21.19
Theater,successful,2000,1.0025,30
Music,failed,4500,0,60.96
Games,failed,25000,0.0004,60
Music,successful,5000,1.1314,60
Games,failed,4500,0.045777778,30
Publishing,failed,3500,0.625714286,30.13
Art,successful,2200,1.095454545,20.95
Film &amp; Video,failed,20000,0.0394,60
Music,failed,5000,0.112,30
Publishing,successful,1000,1.215,30
Theater,successful,5000,1.111002,31.19
Music,successful,2600,1.860534615,18.96
Film &amp; Video,failed,20000,0.434294,12.2
Art,successful,4000,1.0575,18.4
Dance,successful,2500,1.0504,25.57
Film &amp; Video,failed,2500,0,49.78
Theater,successful,5000,1.0224,24.1
Music,successful,4000,1.351,32.6
Publishing,failed,40000,0,30
Film &amp; Video,failed,30000,0.030166667,80.78
Film &amp; Video,failed,70000,0,90.96
Fashion,successful,2200,1.093645455,59.62
Games,successful,5500,1.099454545,40
Film &amp; Video,successful,8000,1.285125,60
Music,failed,3500,0.113142857,45
Film &amp; Video,failed,23500,0.306808511,42.76
Film &amp; Video,failed,5190,0,35
Music,successful,2000,1,30
Film &amp; Video,successful,3000,1.033333333,30
Film &amp; Video,failed,6000,0.187,60.96
Music,failed,4000,0.01375,58.57
Film &amp; Video,successful,3000,1.030333333,30.96
Film &amp; Video,successful,4235,1.00283353,60.96
Music,successful,6000,1.074166667,30
Film &amp; Video,successful,10000,1.0778,89.99
Film &amp; Video,failed,11500,0.05173913,30
Music,successful,2500,1.3348,30
Film &amp; Video,failed,5005,0.342657343,45
Art,failed,275000,0,30
Fashion,failed,20000,0.02215,10
Film &amp; Video,successful,6500,1.143230769,45
Music,successful,10000,2.211001,30
Art,failed,7000,0.408571429,40
Fashion,failed,1500,0.570666667,56.97
Photography,failed,888,0.122747748,30
Theater,failed,3000,0,30
Photography,failed,5000,0.025,29.96
Design,failed,10000,0.0168,37.01
Film &amp; Video,failed,9750,0.034871795,21
Publishing,failed,3500,0,30
Games,successful,13000,3.288232308,60.04
Film &amp; Video,successful,40000,1.0212785,30.86
Film &amp; Video,successful,20000,1.007,35
Publishing,failed,2500,0.0204,45.04
Games,successful,5000,2.1348,60.04
Art,successful,800,1.025,25
Music,successful,1500,1.393333333,31.95
Dance,successful,2000,1.0635,43.31
Film &amp; Video,failed,25000,0.0012,47.23
Theater,failed,13500,0.007777778,30
Design,successful,5000,1.082,32
Music,successful,5000,1.3334,21.59
Publishing,failed,16000,0.0078125,30
Film &amp; Video,failed,5000,0.054,50.24
Music,successful,1500,1.095333333,35
Film &amp; Video,failed,8000,0.02125,60
Theater,successful,5000,1.2952,43.21
Film &amp; Video,failed,4000,0.0075,50.41
Theater,successful,4000,1.25,21.34
Film &amp; Video,failed,20000,0.0005,43.7
Music,successful,2800,1.002857143,43.54
Film &amp; Video,failed,2500,0.004,67.98
Film &amp; Video,successful,12500,1.2232,55.33
Design,successful,2500,1.0764,7.75
Art,successful,500,1.712,59.96
Film &amp; Video,successful,5000,1.301,32.15
Comics,successful,650,1.375415385,30
Film &amp; Video,failed,10000,0.0581,30
Film &amp; Video,successful,5500,1.052727273,79.99
Music,successful,5000,1.0422,30
Publishing,failed,9000,0.149555556,45
Music,failed,2000,0,85.08
Film &amp; Video,failed,4000,0.00775,59.96
Art,failed,8000,0.17662625,39.96
Design,failed,7000,0.025714286,60.96
Film &amp; Video,successful,2000,1.0325,90.96
Film &amp; Video,successful,10500,1.036190476,63.29
Theater,successful,1300,1.255384615,21.01
Theater,successful,2000,1.17,27.95
Games,successful,9000,2.126444444,30
Music,failed,15000,0,31
Theater,successful,5000,1.023248,30
Art,failed,5000,0.03,60
Design,failed,75000,0.252173333,35
Art,successful,3000,1.006666667,60
Games,failed,5500,0.403272727,30
Film &amp; Video,successful,1200,1.1875,30
Theater,successful,500,2,30
Film &amp; Video,failed,2000,0.08,25
Comics,successful,27000,1.202056667,60.04
Games,failed,11500,0.007826087,30
Food,failed,10000,0,30
Games,failed,8000,0,42
Fashion,successful,8000,1.055625,45
Art,successful,4000,1.055,32
Music,failed,2500,0,30
Music,successful,600,1.066666667,18.2
Music,successful,15000,1.181814667,45.04
Technology,successful,20000,1.0757,30
Art,successful,1000,1.0366,27
Music,failed,4000,0,31.63
Music,failed,3250,0.046153846,30
Publishing,failed,5000,0.0102,45
Music,successful,6000,1.076831667,40
Publishing,successful,1000,3.18011,30.04
Fashion,failed,11000,0,30
Publishing,failed,3500,0.031428571,30
Music,successful,4000,1.26375,53.28
Music,successful,1000,1,32.28
Film &amp; Video,successful,10000,1.1488,30
Film &amp; Video,failed,7000,0.029285714,60.04
Theater,successful,5000,1.002,31.96
Film &amp; Video,successful,5000,1.04,30
Film &amp; Video,successful,650,1.384615385,30
Music,failed,2000,0.0075,90
Music,successful,5500,1.271818182,25.96
Music,successful,2500,1.1704,30
Publishing,successful,2500,1.3284,51.01
Art,failed,3000,0.025,30
Design,successful,10000,1.0225,30
Publishing,failed,3313,0.014186538,26.72
Publishing,failed,10000,0,34.1
Food,failed,5445,0.000918274,27.57
Publishing,failed,15000,0.001666667,45
Film &amp; Video,failed,50000,0,30
Music,failed,2500,0.288,78.43
Film &amp; Video,failed,10000,0,30
Photography,failed,7000,0.014285714,30
Theater,successful,6500,1.033846154,30
Music,failed,2000,0.095,43.52
Art,failed,3000,0.021666667,30
Design,successful,1800,1.032777778,30
Technology,successful,2500,1.286,30
Music,successful,1500,1.74,34.9
Publishing,failed,5000,0.086,60.96
Art,successful,2000,1.0205,29.84
Music,failed,38000,0.076842105,14.95
Music,successful,7500,1.464,67.32
Film &amp; Video,failed,9000,0.092222222,30
Theater,failed,500,0.202,30
Film &amp; Video,successful,3500,1.057142857,28.8
Music,successful,500,1.514,10
Music,successful,5000,1.023972,45.36
Art,successful,3500,1.024285714,60
Art,successful,2000,1.065,89.96
Music,successful,2000,1.076,30
Film &amp; Video,successful,15000,1.227333333,7.61
Film &amp; Video,successful,5000,1.036,59.96
Film &amp; Video,failed,3000,0,20
Music,failed,7000,0.178142857,60
Film &amp; Video,successful,3500,1.028571429,60.96
Photography,failed,14500,0.010344828,55.96
Film &amp; Video,failed,25000,0.0028,54.81
Theater,successful,4000,1.02025,30
Film &amp; Video,successful,1000,1.411,30
Music,successful,6000,1.0025,29.54
Art,failed,5000,0,23
Film &amp; Video,failed,500,0,30
Dance,failed,750,0.368,30
Music,successful,3500,1.177428571,39.28
Publishing,failed,10000,0.004,60
Music,failed,1000,0.24,17.12
Food,successful,21000,1.015619048,51
Music,successful,4000,1.01375,30
Music,successful,25000,1.152892,31.17
Fashion,failed,8500,0.008823529,60.04
Film &amp; Video,successful,700,1.15,83.76
Film &amp; Video,failed,15000,0.2204,60.96
Fashion,failed,6000,0.16,60
Film &amp; Video,successful,4500,1.561168889,22.4
Design,failed,75000,0.0852,32.24
Publishing,failed,8000,0.284375,30
Film &amp; Video,successful,3200,1.1321875,61.15
Music,successful,15000,1.100040667,35.55
Theater,failed,10000,0.059,31
Film &amp; Video,failed,16000,0.186125,45.04
Film &amp; Video,successful,15000,1.100333333,60.04
Publishing,successful,2000,1.3415,30
Publishing,failed,2000,0.545,30.04
Music,failed,2500,0,43.36
Photography,failed,2500,0,30
Music,successful,3500,1.072857143,76
Film &amp; Video,successful,3000,1.017666667,13.96
Art,failed,10000,0.0025,35
Music,failed,7500,0.033333333,31
Film &amp; Video,failed,4000,0.05,30
Music,successful,4500,1.055704444,89.99
Film &amp; Video,successful,3000,1.000333333,30
Film &amp; Video,successful,9000,1.022265556,39.94
Art,failed,3000,0.023,59.96
Film &amp; Video,failed,10000,0.005,30
Music,successful,3000,1.188666667,63.05
Publishing,failed,2000,0,29.98
Film &amp; Video,failed,18000,0.118111111,45
Publishing,successful,6000,1.216833333,30
Music,successful,1500,1.016666667,28.18
Fashion,failed,5000,0,30
Film &amp; Video,failed,5000,0.0442,60.04
Dance,successful,1500,1.092,31.22
Film &amp; Video,failed,15000,0.000333333,30.04
Publishing,failed,25000,0.0704,30
Publishing,successful,5000,1.06,30.04
Design,failed,25000,0.05144,30
Film &amp; Video,failed,10000,0.3029,30
Fashion,failed,5000,0,30
Art,failed,1500,0.079333333,30
Dance,successful,4500,1.135777778,41
Dance,successful,2000,1.0375,30.04
Film &amp; Video,failed,5000,0.03,30
Film &amp; Video,failed,20000,0,60
Photography,failed,6000,0.020833333,90
Food,successful,7500,1.005733333,30
Photography,successful,600,1.106666667,14.18
Music,successful,2000,1.0225,40
Games,successful,10000,1.024,56.28
Publishing,failed,650,0.170769231,82.49
Film &amp; Video,successful,10000,1.1689,30
Photography,successful,4000,1.019,21
Publishing,failed,9500,0.006842105,44.96
Film &amp; Video,successful,800,1.30125,17.52
Art,failed,3000,0.063333333,7.79
Music,failed,20000,0.03395,29.96
Film &amp; Video,failed,135000,0.011444444,60
Fashion,failed,1000,0,30
Publishing,successful,500,1.022,30
Publishing,successful,10000,1.010066,54.22
Film &amp; Video,failed,3000,0.026666667,30.04
Theater,successful,4000,1,44.96
Music,failed,7000,0.433142857,54.47
Music,successful,13500,1.100740741,30
Art,successful,1500,1.068666667,40.03
Film &amp; Video,failed,5000,0.04,30
Film &amp; Video,successful,20000,1,90.96
Film &amp; Video,failed,22400,0.061473214,45.04
Film &amp; Video,failed,5000,0.02,35.16
Music,successful,12500,1.0244208,61.63
Photography,failed,2500,0.014,30
Art,successful,5000,1.363,7.05
Publishing,successful,5000,1.1372,30.49
Art,successful,3000,1.267,45
Art,successful,10000,1.0601,28.26
Music,failed,8500,0.01,26.1
Music,successful,10000,1.1665,42.43
Film &amp; Video,failed,7500,0.034666667,48
Film &amp; Video,failed,2500,0.002,30
Music,failed,3000,0.068666667,30
Theater,failed,6500,0.083538462,30
Film &amp; Video,failed,7000,0.208571429,41.13
Music,failed,10000,0.1201,30
Film &amp; Video,successful,3000,1.22,34
Film &amp; Video,failed,15000,0,89.67
Music,failed,2500,0.4008,30.57
Art,successful,900,2.276666667,60.96
Publishing,successful,1000,1.088,30
Music,failed,20000,0,90.04
Publishing,failed,2000,0.065,31.21
Film &amp; Video,failed,37000,0.122354865,30
Publishing,successful,10000,1.0022,41.59
Music,successful,3000,1.205323333,59.96
Food,failed,1200,0.083333333,59.96
Film &amp; Video,successful,1075,1.000930233,31.36
Publishing,failed,500,0.002,59.96
Photography,failed,5000,0.02,60
Theater,failed,3500,0.344285714,89.02
Publishing,failed,3500,0.500857143,60
Film &amp; Video,failed,1000,0,30
Music,successful,8000,1.135,46.13
Technology,failed,300000,0.000773333,30
Art,failed,2200,0.011363636,57.93
Publishing,failed,3500,0.035714286,35.93
Music,successful,1800,1.078333333,30
Music,successful,3000,1.456256667,35.96
Film &amp; Video,failed,600,0.333333333,45
Film &amp; Video,successful,3500,1.021428571,32.87
Publishing,failed,3750,0,30.51
Film &amp; Video,successful,4500,1.001333333,31
Film &amp; Video,failed,500,0.05,20
Publishing,successful,2500,1.004,35
Film &amp; Video,successful,7000,1.553285714,46
Dance,successful,600,1.08,8.7
Music,successful,1600,1.028125,40
Film &amp; Video,successful,5000,1.028,32.98
Film &amp; Video,failed,6500,0,53.52
Art,failed,15000,0.100733333,30
Music,successful,3700,1.040540541,90
Film &amp; Video,failed,345000,0,60
Music,successful,3000,1.000333333,60.04
Art,failed,1000,0.125,88.94
Film &amp; Video,successful,75000,1.087603067,30
Fashion,failed,20000,0.005,30
Photography,failed,5000,0.1622,59.96
Music,successful,4000,1.087,30
Art,failed,5000,0.12,85.12
Film &amp; Video,failed,1000,0,66.11
Film &amp; Video,failed,10000,0.014,30
Games,failed,20000,0.0175,29.67
Film &amp; Video,failed,3000,0.008333333,21.93
Art,successful,6000,1.024333333,26
Film &amp; Video,failed,15000,0.023666667,30.04
Publishing,failed,5000,0.0172,60
Art,failed,2500,0.072,30
Art,successful,8000,1.39381875,36
Art,failed,2700,0.098518519,30
Games,failed,11100,0.15,60
Publishing,failed,15000,0.003,45
Music,successful,6500,1.013230769,60
Design,failed,25000,0.03104,45
Design,failed,20000,0,30
Publishing,failed,8000,0.012625,45
Photography,failed,500,0.24,30
Music,successful,750,1.36016,44.38
Food,successful,12000,1.041666667,59.96
Games,failed,10000,0.0102,30
Theater,successful,4000,1.0125,28.06
Film &amp; Video,successful,3500,1.447142857,30.04
Art,successful,8000,1.00458375,21
Film &amp; Video,failed,800,0.1825,21.36
Theater,failed,24100,0.024896266,45
Music,successful,5000,1.2757,30.04
Music,failed,12095,0.017362547,30
Fashion,failed,10000,0,12.15
Photography,successful,1200,1,27
Music,failed,40000,0.038125,45
Games,successful,2000,1.223605,60
Film &amp; Video,successful,12500,1.0928,31.74
Art,successful,500,1.02,17.94
Film &amp; Video,failed,7500,0.312533333,25.82
Food,failed,10070,0.046673287,59.96
Film &amp; Video,failed,1700,0.017647059,29.96
Publishing,failed,1500,0.203333333,30
Design,failed,3700,0.028378378,30.04
Games,successful,4000,1.1169975,60.04
Music,successful,7500,1.087466667,30
Film &amp; Video,failed,2000,0.005,23
Theater,failed,2500,0,48.52
Music,failed,1777,0.23410242,33.85
Photography,successful,5000,1.0312,59.98
Music,successful,8000,1.0495,60
Publishing,failed,2000,0,30
Film &amp; Video,successful,500,1.17,59.96
Music,successful,15000,1.145733333,29.96
Comics,successful,2700,1.036666667,30
Publishing,successful,500,1.85,85
Film &amp; Video,successful,2000,1.0315,30
Film &amp; Video,failed,5000,0.058,59.13
Dance,successful,2500,1.294,64.5
Film &amp; Video,failed,500,0.16,60.04
Film &amp; Video,successful,7000,1.024285714,30
Film &amp; Video,failed,50000,0.0005,36.71
Film &amp; Video,failed,6500,0.138461538,34.96
Art,failed,3500,0.23,35
Publishing,failed,2000,0.0935,59.96
Film &amp; Video,successful,3500,1.027142857,53.54
Film &amp; Video,successful,1600,1.01625625,10.34
Film &amp; Video,successful,500,1.272,60
Film &amp; Video,successful,1327.33,1.464202572,30
Design,failed,2200,0.000454545,30
Theater,successful,990,1.245454545,45.94
Film &amp; Video,failed,15000,0.003333333,30
Comics,failed,1000,0.205,29.96
Film &amp; Video,failed,1000,0.3,30
Comics,successful,1500,2.604666667,45
Dance,failed,2500,0.2668,30
Music,failed,50000,0,50
Theater,successful,10000,1.0418,31.13
Art,successful,2000,1.096735,12.88
Film &amp; Video,successful,750,1.693333333,31
Music,failed,5000,0.3194,30
Comics,failed,6000,0.012666667,15.74
Film &amp; Video,failed,15000,0.024333333,89.92
Theater,successful,1800,1.025005556,39.56
Music,successful,3000,1.073333333,30
Music,successful,2000,1.00983,24.63
Film &amp; Video,successful,15000,1.053378667,38.48
Film &amp; Video,successful,2000,1.0725,30
Music,successful,3000,1.53,40.38
Film &amp; Video,failed,20000,0.0055,46.35
Film &amp; Video,successful,10000,1.013307,33.12
Film &amp; Video,failed,2250,0,30
Art,successful,1700,1.297464706,20
Music,successful,1600,1.51375,38.32
Photography,successful,1200,1.505833333,30
Music,successful,1000,2.15301,14
